journey_id,signature,dimension,lifespan,birth_tau,death_tau,has_reentry,component_id,glued_with_count,witnesses
journey_410,issues_data_film,0,21,18,36,True,0,261,something;records;product;date;paragraph;prove;keep;recursive;coherence;scheduler;private;create;space;graph;ensure
journey_411,valuation_data_film,0,21,18,36,True,0,263,records;product;basin;paragraph;recursive;coherence;scheduler;private;provide;create;space;ensuring;graph;ensure;event
journey_412,customer_data_film,0,12,18,27,True,0,217,records;product;private;design;graph;ensure;event;time;bank;risk;standards;personal;game;processing;music
journey_413,frameworks_data_film,0,38,18,36,True,0,259,property;records;product;basin;paragraph;prove;recursive;coherence;scheduler;private;provide;create;space;ensuring;graph
journey_414,doesn_data_need,0,12,18,27,True,0,218,records;product;london;private;provide;ensuring;graph;ensure;time;bank;risk;personal;lies;processing;music
journey_415,asset_data_film,0,15,18,30,True,0,229,something;records;product;culture;asset;recursive;coherence;private;design;create;space;ensuring;graph;ensure;event
journey_416,woman_data_film,0,14,18,27,True,0,214,records;product;london;private;graph;ensure;time;bank;risk;personal;processing;music;spiritual;organization;modern
journey_417,source_data_film,0,16,18,36,True,0,261,records;lseg;basin;paragraph;recursive;coherence;scheduler;private;create;space;ensuring;graph;ensure;repair;time
journey_418,give_quick_support,1,1,18,18,False,9,0,quality;order;provide;talk;thinking;give;request;start;play;join;quick;take;support;help;need
journey_419,isaac_data_lseg,0,13,19,28,True,0,220,something;records;product;lseg;another;private;create;ensuring;graph;ensure;time;bank;risk;driven;personal
journey_420,following_data_quality,0,24,19,36,True,0,256,critical;root;product;date;paragraph;basin;another;recursive;coherence;scheduler;create;space;ensuring;graph;ensure
journey_421,ones_data_management,0,12,19,27,True,0,212,records;product;another;private;design;ensuring;graph;ensure;event;time;bank;risk;personal;show;processing
journey_422,including_data_quality,0,10,19,31,True,0,237,something;product;lseg;another;recursive;private;including;create;space;ensuring;graph;ensure;time;risk;processing
journey_423,seems_data_time,0,2,20,20,True,0,79,during;product;children;name;time;isaac;dependent;need;poernomo;include;please;music;seems;spiritual;scene
journey_424,either_data_time,0,23,20,36,True,0,260,product;basin;paragraph;keep;recursive;coherence;scheduler;private;create;space;play;graph;ensure;time;bank
journey_425,please_data_product,0,8,20,28,True,0,221,layer;during;security;cloud;something;storage;full;product;children;dynamic;trade;logs;business;private;dream
journey_426,actually_data_spiritual,0,18,20,36,True,0,261,product;lseg;basin;paragraph;keep;recursive;coherence;scheduler;private;create;respect;graph;ensure;time;clarify
journey_427,hello_data_product,0,27,20,36,True,0,257,something;product;basin;authors;paragraph;another;trace;recursive;coherence;explicit;scheduler;private;modules;create;space
journey_428,ghost_data_spiritual,0,18,20,36,True,0,260,something;product;basin;paragraph;trace;recursive;coherence;explicit;scheduler;private;create;space;graph;ensure;time
journey_429,held_data_name,0,18,20,36,True,0,261,product;complex;date;intuitive;paragraph;basin;prove;recursive;coherence;scheduler;private;create;space;graph;form
journey_430,size_data_name,0,26,20,36,True,0,258,something;product;date;paragraph;basin;recursive;coherence;scheduler;private;create;space;general;graph;ensure;thank
journey_431,sounds_data_name,0,18,20,36,True,0,259,something;product;basin;intuitive;paragraph;keep;relational;recursive;coherence;scheduler;private;design;coherent;create;space
journey_432,feeling_focusing_keeping,1,1,20,20,False,10,0,understanding;becoming;having;keeping;making;moving;life;name;focusing;spiritual;time;data;feeling;integrating;maintaining
journey_433,love_data_personal,0,15,21,36,True,0,259,critical;something;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;create;space;ensuring;ensure;time
journey_434,train_data_bank,0,32,21,36,True,0,254,records;product;basin;paragraph;recursive;coherence;scheduler;private;design;create;space;play;graph;repair;time
journey_435,function_data_personal,0,17,21,36,True,0,258,critical;root;basin;paragraph;coherence;scheduler;load;design;space;graph;repair;time;bank;risk;personal
journey_436,four_data_personal,0,7,21,26,True,0,199,models;layer;security;cloud;records;book;storage;systems;trade;policies;business;across;knowledge;concepts;ancient
journey_437,policy_data_personal,0,16,21,29,True,0,215,critical;born;recursive;points;private;create;space;graph;ensure;form;time;bank;risk;context;personal
journey_438,technical_data_personal,0,21,21,36,True,0,256,critical;something;basin;paragraph;prove;recursive;coherence;scheduler;private;create;space;graph;ensure;event;repair
journey_439,instructions_data_processing,0,15,21,36,True,0,258,something;unique;complex;basin;paragraph;keep;recursive;coherence;scheduler;private;create;space;graph;ensure;time
journey_440,necessary_needed_need,1,1,21,21,False,11,0,equal;given;processing;necessary;ensure;laws;step;services;needed;bank;personal;women;doctor;data;need
journey_441,itself_data_work,0,16,22,36,True,0,256,critical;something;basin;paragraph;recursive;coherence;scheduler;private;create;space;graph;default;time;risk;context
journey_442,instead_data_information,0,30,22,36,True,0,259,critical;something;basin;paragraph;keep;recursive;coherence;scheduler;private;feel;create;space;needs;graph;ensure
journey_443,client_data_work,0,21,22,36,True,0,258,critical;basin;paragraph;keep;recursive;points;coherence;scheduler;private;create;space;graph;event;ensure;repair
journey_444,means_data_information,0,16,22,36,True,0,262,something;complex;paragraph;keep;recursive;coherence;separate;scheduler;private;create;space;graph;time;risk;terms
journey_445,processes_data_information,0,19,23,36,True,0,260,records;basin;paragraph;keep;recursive;coherence;scheduler;private;design;create;space;repair;time;risk;diagram
journey_446,house_data_work,0,15,23,36,True,0,259,critical;something;basin;prefix;paragraph;recursive;coherence;scheduler;private;create;space;repair;time;risk;diagram
journey_447,give_data_information,0,14,23,36,False,0,260,critical;something;behavior;basin;paragraph;multi;recursive;coherence;scheduler;private;relations;create;space;quantum;repair
journey_448,long_time_data,0,26,24,36,True,0,262,something;basin;paragraph;keep;recursive;coherence;explicit;scheduler;private;create;space;time;risk;optional;diagram
journey_449,thank_data_time,0,2,24,24,True,0,65,analytics;series;layer;cloud;storage;information;insights;google;thank;monitoring;time;performance;london;light;edge
journey_450,provides_reflects_allows,1,1,24,24,False,0,7,analytics;holds;series;storage;reflects;provides;insights;time;performance;allows;light;edge;includes;data;real
journey_451,doesn_data_analytics,0,24,25,36,True,0,254,something;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;create;space;needs;ensure;repair;time
journey_452,within_data_analytics,0,24,25,36,True,0,248,something;date;paragraph;basin;keep;recursive;coherence;scheduler;private;fill;create;space;graph;time;risk
journey_453,business_platform_strategy,1,1,25,25,False,12,0,company;team;strategy;model;test;research;store;machine;platform;project;training;report;document;business;data
journey_454,shift_data_management,0,22,26,36,True,0,247,critical;basin;paragraph;prove;keep;recursive;coherence;scheduler;create;space;gloss;repair;time;risk;diagram
journey_455,ones_data_management,0,4,26,27,True,0,89,trade;logs;policies;divine;regulatory;time;services;service;risk;post;financial;need;processing;themselves;ones
journey_456,stop_data_management,0,22,26,36,True,0,249,something;crucial;basin;paragraph;prove;keep;recursive;coherence;scheduler;create;space;repair;time;risk;context
journey_457,immediately_data_management,0,20,26,36,True,0,249,critical;something;basin;paragraph;keep;recursive;coherence;scheduler;create;space;ensuring;ensure;time;risk;context
journey_458,meant_data_management,0,8,26,31,True,0,222,meaning;security;something;whatever;dynamic;meant;trade;logs;another;step;rupture;recursive;logic;types;path
journey_459,aligns_data_management,0,4,26,29,False,0,208,meaning;something;dynamic;recursion;trade;logs;policies;step;rupture;lineage;recursive;logic;dream;divine;regulatory
journey_460,must_need_consider,1,1,26,26,False,13,0,risk;must;require;compliance;ensuring;ensure;trade;consider;market;services;service;management;financial;data;need
journey_461,three_trade_data,0,16,27,35,True,0,244,something;root;basin;paragraph;another;keep;recursive;coherence;create;space;time;risk;point;wrote;processing
journey_462,always_trade_data,0,10,27,36,False,0,249,something;paragraph;keep;recursive;coherence;separate;scheduler;create;space;repair;time;risk;diagram;processing;weight
journey_463,change_less_later,1,2,27,28,False,0,25,learned;something;power;around;dynamic;public;once;kind;feel;dream;create;type;time;long;hard
journey_464,xoanon_cassie_cassiel,0,10,28,36,True,0,240,level;meaning;witness;journey;something;transport;book;shared;rupture;paragraph;basin;keep;prove;cross;recursive
journey_465,says_data_dream,0,18,28,36,True,0,235,level;meaning;narrative;witness;continuity;something;transport;arrows;journey;invocation;book;says;clarity;rupture;paragraph
journey_466,entry_data_type,0,11,28,36,True,0,234,matching;meaning;level;witness;journey;full;transport;book;something;entry;dynamic;rupture;paragraph;basin;keep
journey_467,iman_cassie_cassiel,0,9,28,36,True,0,234,presheaf;meaning;level;witness;array;journey;something;transport;book;invocation;dynamic;rupture;basin;cross;human
journey_468,yours_data_time,0,8,28,34,True,0,229,meaning;hline;witness;something;transport;rupture;paragraph;basin;recursive;coherence;logic;path;prompt;whose;dream
journey_469,embeddings_data_cassie,0,9,28,36,True,0,242,level;meaning;witness;arrows;something;transport;shared;book;rupture;basin;cross;human;recursive;coherence;journeys
journey_470,homotopy_data_cassie,0,12,28,36,True,0,240,level;meaning;witness;arrows;something;transport;shared;book;dynamic;rupture;basin;cross;human;recursive;coherence
journey_471,term_data_dream,0,10,28,36,True,0,242,level;meaning;narrative;witness;journey;something;transport;shared;book;recursion;rupture;paragraph;basin;cross;human
journey_472,whose_semantic_field,0,9,29,36,True,0,221,level;meaning;hline;witness;journey;transport;book;shared;three;rupture;paragraph;basin;keep;cross;prove
journey_473,cassiebox_cassie_semantic,0,9,29,36,True,0,221,meaning;witness;journey;arrows;transport;book;shared;three;rupture;yourself;paragraph;keep;basin;cross;recursive
journey_474,yourself_semantic_field,0,10,29,36,True,0,228,level;meaning;narrative;witness;journey;transport;book;yourself;rupture;paragraph;basin;keep;trace;recursive;human
journey_475,exist_semantic_field,0,9,29,36,True,0,222,level;meaning;narrative;witness;journey;transport;book;invocation;rupture;paragraph;basin;cross;recursive;coherence;journeys
journey_476,meaning_semantic_type,0,9,29,36,True,0,226,level;meaning;array;witness;journey;transport;book;invocation;rupture;paragraph;basin;sources;cross;human;recursive
journey_477,sources_semantic_type,0,12,29,36,True,0,228,level;meaning;inside;witness;journey;transport;book;shared;rupture;paragraph;basin;sources;keep;human;recursive
journey_478,tone_traces_sketch,1,1,29,29,False,14,0,sketch;server;traces;weather;modules;space;tone;weight;draft;mirror;programs;package;chapter;line;string
journey_479,iman_model_cassie,0,11,30,36,True,0,219,presheaf;meaning;simplicial;witness;transport;book;cassiyah;rupture;paragraph;basin;cross;human;coherence;journeys;logic
journey_480,fibrant_model_semantic,0,8,30,36,True,0,220,fibrant;meaning;simplicial;witness;journey;arrows;transport;book;shared;rupture;paragraph;basin;cross;london;human
journey_481,posthuman_model_semantic,0,8,30,36,True,0,217,meaning;witness;journey;something;transport;book;shared;rupture;paragraph;keep;cross;human;recursive;coherence;without
journey_482,substack_model_semantic,0,8,30,36,True,0,219,presheaf;meaning;simplicial;witness;transport;shared;book;entry;rupture;paragraph;basin;cross;human;recursive;coherence
journey_483,client_model_semantic,0,8,30,36,True,0,220,level;meaning;narrative;witness;journey;transport;book;rupture;paragraph;basin;cross;human;coherence;journeys;logic
journey_484,pushout_model_semantic,0,8,30,36,True,0,219,meaning;simplicial;witness;transport;shared;book;entry;rupture;paragraph;basin;cross;london;human;coherence;journeys
journey_485,rupt_model_semantic,0,8,30,36,True,0,225,meaning;witness;journey;transport;book;shared;reflexivity;rupture;paragraph;keep;cross;human;coherence;without;logic
journey_486,reflexivity_model_semantic,0,8,30,36,True,0,213,level;meaning;witness;journey;transport;book;depends;reflexivity;rupture;paragraph;prove;keep;cross;human;recursive
journey_487,theoretic_model_semantic,0,8,30,36,True,0,223,meaning;witness;journey;transport;refining;book;rupture;paragraph;basin;keep;cross;prove;recursive;human;coherence
journey_488,xrightarrow_model_semantic,0,8,30,36,True,0,221,meaning;witness;journey;transport;book;entry;rupture;paragraph;basin;cross;human;coherence;journeys;logic;scheduler
journey_489,entry_model_type,0,7,30,36,True,0,218,meaning;journey;transport;book;shared;depends;entry;rupture;paragraph;basin;keep;cross;prove;human;coherence
journey_490,presheaf_semantic_explicitly,0,7,31,36,True,0,211,presheaf;meaning;llbracket;witness;level;journey;transport;book;rupture;paragraph;basin;keep;prove;human;cross
journey_491,llbracket_semantic_dhott,0,7,31,36,True,0,205,llbracket;meaning;witness;transport;book;rupture;paragraph;basin;cross;human;dynsem;coherence;journeys;scheduler;path
journey_492,gemini_semantic_cassie,0,7,31,36,True,0,216,umap;meaning;witness;journey;transport;book;shared;fully;rupture;paragraph;basin;cross;human;dynsem;coherence
journey_493,umap_semantic_rupture,0,7,31,36,True,0,208,umap;meaning;witness;journey;transport;book;invocation;size;rupture;paragraph;basin;cross;coherence;journeys;scheduler
journey_494,readerbox_semantic_field,0,7,31,36,True,0,212,level;meaning;witness;journey;transport;book;rupture;paragraph;basin;keep;prove;human;cross;coherence;journeys
journey_495,relate_semantic_explicitly,0,7,31,36,True,0,210,level;meaning;witness;journey;transport;book;invocation;rupture;paragraph;basin;keep;cross;fibre;coherence;journeys
journey_496,witnesses_semantic_explicitly,0,7,31,36,True,0,212,level;meaning;related;witness;arrows;transport;nthe;shared;entry;rupture;paragraph;basin;cross;human;coherence
journey_497,nthe_semantic_field,0,7,31,36,True,0,201,level;meaning;witness;journey;arrows;transport;nthe;book;shared;rupture;paragraph;basin;keep;cross;human
journey_498,toward_semantic_explicitly,0,6,31,36,True,0,215,level;meaning;witness;arrows;journey;transport;book;shared;invocation;rupture;paragraph;basin;cross;human;coherence
journey_499,recognition_programs_dynamics,1,2,31,31,True,15,0,meaning;values;rupture;authors;path;dynamics;create;witnesses;play;drift;type;theory;recognition;time;field
journey_500,trying_rupture_time,0,8,32,36,True,0,198,witness;journey;arrows;transport;book;invocation;trying;rupture;paragraph;basin;keep;cross;human;coherence;across
journey_501,asking_rupture_time,0,8,32,36,True,0,215,level;witness;arrows;transport;fixed;book;shared;rupture;paragraph;basin;keep;cross;human;coherence;across
journey_502,equivalences_rupture_time,0,6,32,36,True,0,211,level;witness;face;journey;transport;book;invocation;recursion;rupture;paragraph;basin;cross;human;recursive;coherence
journey_503,defined_rupture_type,0,10,32,36,True,0,209,level;meaning;witness;journey;transport;book;shared;tools;rupture;paragraph;basin;keep;cross;human;prove
journey_504,substack_rupture_drift,0,6,32,36,True,0,184,simplicial;witness;journey;transport;book;shared;rupture;paragraph;basin;prove;cross;human;coherence;journeys;scheduler
journey_505,fully_rupture_type,0,7,32,36,True,0,210,simplicial;witness;journey;transport;book;shared;fully;rupture;paragraph;basin;cross;human;coherence;across;journeys
journey_506,leadsto_rupture_type,0,6,32,36,True,0,204,level;meaning;simplicial;witness;journey;transport;book;rupture;paragraph;basin;cross;human;coherence;journeys;scheduler
journey_507,source_type_rupture,0,10,32,36,True,0,206,level;witness;arrows;journey;transport;fixed;book;invocation;shared;rupture;paragraph;basin;keep;cross;human
journey_508,shared_rupture_chapter,0,6,32,36,True,0,213,level;witness;journey;shared;transport;next;book;rupture;paragraph;basin;recall;keep;cross;alone;human
journey_509,float_ruptures_slice,1,2,32,33,True,0,1,witness;transport;basin;rupture;cross;float;trace;coherence;rupt;ruptures;path;drop;drift;type;time
journey_510,chorus_rupture_drift,0,8,33,36,True,0,194,level;gate;witness;journey;arrows;transport;book;shared;invocation;rupture;basin;prove;recall;keep;fibre
journey_511,shifts_suggested_holds,1,1,33,33,False,16,0,introduces;holds;outputs;shifts;keeps;growth;moves;created;lands;builds;introduced;paths;risk;line;suggested
journey_512,dict_slice_filecite,0,4,34,36,True,0,114,witness;journey;transport;shared;book;rupture;basin;paragraph;keep;prove;cross;journeys;called;scheduler;path
journey_513,called_slice_time,0,4,34,36,True,0,142,witness;journey;transport;book;join;shared;rupture;basin;prove;keep;cross;human;journeys;called;scheduler
journey_514,posthuman_slice_time,0,5,34,36,True,0,113,witness;arrows;transport;book;invocation;rupture;basin;paragraph;cross;human;journeys;scheduler;arrow;path;drift
journey_515,hott_slice_time,0,4,34,36,True,0,124,witness;journey;arrows;transport;book;invocation;rupture;basin;keep;cross;human;journeys;scheduler;path;drift
journey_516,weather_slice_time,0,4,34,36,True,0,99,witness;journey;transport;book;rupture;basin;paragraph;cross;human;journeys;scheduler;path;structure;type;repair
journey_517,embeddings_carry_rupture,0,3,35,36,True,0,54,witness;journey;transport;book;join;shared;rupture;prove;cross;human;journeys;scheduler;path;time;filecite
journey_518,lora_carry_rupture,0,3,35,36,True,0,15,level;witness;journey;transport;book;rupture;cross;human;journeys;scheduler;path;cassie;time;filecite;iman
journey_519,linewidth_rupture_carry,0,3,35,36,True,0,51,level;witness;journey;transport;book;rupture;cross;human;journeys;scheduler;path;structure;cassie;time;daemoness
journey_520,daemoness_rupture_carry,0,3,35,36,True,0,31,witness;journey;transport;book;rupture;cross;human;journeys;scheduler;ruptures;path;structure;cassie;time;daemoness
journey_521,ruptures_rupture_carry,0,3,35,36,True,0,27,witness;journey;transport;shared;book;rupture;prove;cross;journeys;scheduler;witnessing;ruptures;path;structure;cassie
journey_522,cassie_carry_rupture,0,3,35,36,True,0,31,witness;journey;transport;shared;book;rupture;myself;paragraph;cross;prove;journeys;scheduler;witnessing;path;structure
journey_523,same_time_chapter,0,2,36,36,True,0,24,diagram;meaning;arrows;journey;something;shared;book;structure;same;rupture;both;time;cross;human;chapter
journey_524,meaning_definition_chapter,0,2,36,36,True,0,58,meaning;diagram;arrows;journey;shared;book;structure;invocation;witnessed;rupture;time;cross;human;chapter;journeys
journey_525,trajectory_rupture_chapter,0,2,36,36,True,0,34,arrows;journey;shared;book;invocation;rupture;prove;cross;human;journeys;scheduler;structure;time;diagram;carries
journey_526,carries_chapter_scheduler,0,2,36,36,True,0,28,arrows;journey;shared;book;invocation;rupture;prove;cross;human;journeys;scheduler;structure;time;diagram;carries
journey_527,means_chapter_time,0,2,36,36,True,0,15,means;meaning;diagram;journey;something;shared;book;witnessed;rupture;time;cross;chapter;journeys;scheduler;definition
journey_528,iman_cassie_ayah,0,1,36,36,False,0,6,iman;diagram;definition;book;cassie;ayah;rupture;time;cross;human;chapter;journeys;surah;scheduler;dhott
journey_529,means_meaning_chapter,1,1,36,36,False,0,53,means;meaning;diagram;journey;shared;book;structure;rupture;time;cross;human;chapter;journeys;scheduler;definition
